,Nombre del jugador,Posición,Equipo,Edad,Minutos jugados,Goles anotados,Asistencias anotadas,Goles anotados esperados,Goles encajados (Porteros),Paradas (Porteros),Porterías a cero (Porteros),Goles encajados jugando,Goles encajados esperados,Valor de Mercado,Liga
556,Johann Berg Gudmundsson,3,50,27.0,1752.0,3.0,6.0,2.8,0.0,0.0,0.0,0.0,0.0,10000000,1
557,Robbie Brady,3,50,26.0,720.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,8000000,1
558,Jack Cork,3,50,29.0,3312.0,1.0,2.0,1.4,0.0,0.0,0.0,0.0,0.0,15000000,1
559,Ben Gibson,2,50,25.0,62.0,1.0,0.0,0.7,0.0,0.0,0.0,3.0,1.1,10000000,1
560,Joe Hart,1,50,31.0,1710.0,0.0,0.0,0.0,41.0,75.0,4.0,0.0,0.0,4000000,1
561,Tom Heaton,1,50,32.0,1710.0,0.0,0.0,0.0,27.0,59.0,4.0,0.0,0.0,6000000,1
562,Jeff Hendrick,3,50,26.0,2063.0,3.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,10000000,1
563,Aaron Lennon,3,50,31.0,1215.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,5000000,1
564,Kevin Long,2,50,27.0,514.0,0.0,1.0,0.1,0.0,0.0,0.0,9.0,9.8,2500000,1
565,Matthew Lowton,2,50,29.0,1750.0,0.0,0.0,0.6,0.0,0.0,0.0,41.0,34.1,5000000,1
566,Dwight Mcneil,3,50,18.0,1591.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,15000000,1
567,Ben Mee,2,50,28.0,3420.0,0.0,2.0,1.6,0.0,0.0,0.0,68.0,62.1,10000000,1
568,James Tarkowski,2,50,25.0,3086.0,3.0,1.0,3.3,0.0,0.0,0.0,63.0,55.5,18000000,1
569,Charlie Taylor,2,50,24.0,3243.0,0.0,1.0,0.2,0.0,0.0,0.0,64.0,60.3,7000000,1
570,Ashley Westwood,3,50,28.0,2824.0,2.0,7.0,1.9,0.0,0.0,0.0,0.0,0.0,7000000,1
571,Chris Wood,4,50,26.0,2588.0,10.0,2.0,8.8,0.0,0.0,0.0,0.0,0.0,18000000,1
572,Ryan Bennett,2,27,28.0,3060.0,1.0,0.0,1.3,0.0,0.0,0.0,38.0,36.5,7000000,1
573,Willy Boly,2,27,27.0,3167.0,4.0,0.0,3.6,0.0,0.0,0.0,41.0,38.0,15000000,1
574,Conor Coady,2,27,25.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,42.1,15000000,1
575,Leander Dendoncker,3,27,23.0,1467.0,2.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,25000000,1
576,Matt Doherty,2,27,26.0,3144.0,4.0,5.0,4.4,0.0,0.0,0.0,41.0,38.2,15000000,1
577,Morgan Gibbs-White,3,27,18.0,663.0,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,8000000,1
578,Raul Jimenez,4,27,27.0,3111.0,13.0,7.0,15.1,0.0,0.0,0.0,0.0,0.0,35000000,1
579,Diogo Jota,4,27,21.0,2355.0,9.0,5.0,8.8,0.0,0.0,0.0,0.0,0.0,35000000,1
580,Joao Moutinho,3,27,31.0,3032.0,1.0,8.0,0.7,0.0,0.0,0.0,0.0,0.0,10000000,1
581,Ruben Neves,3,27,21.0,3007.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,50000000,1
582,Rui Patricio,1,27,30.0,3329.0,0.0,0.0,0.0,46.0,96.0,7.0,0.0,0.0,20000000,1
583,John Ruddy,1,27,31.0,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3000000,1
584,Romain Saiss,3,27,28.0,1149.0,2.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,5000000,1
585,Adama Traore,4,27,22.0,902.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,15000000,1
586,Ruben Vinagre,2,27,19.0,710.0,0.0,0.0,0.5,0.0,0.0,0.0,9.0,9.1,10000000,1
587,Philip Billing,3,96,22.0,2188.0,2.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,15000000,1
588,Jonas Lossl,1,96,29.0,2778.0,0.0,1.0,0.0,54.0,86.0,5.0,0.0,0.0,5000000,1
589,Aaron Mooy,3,96,27.0,2330.0,3.0,1.0,2.8,0.0,0.0,0.0,0.0,0.0,14000000,1
590,Victor Camarasa,3,103,24.0,2569.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,10000000,1
591,Oumar Niasse,4,103,28.0,931.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,6000000,1
592,Danny Ward,4,103,26.0,445.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,8000000,1
593,Etienne Capoue,3,48,30.0,2944.0,1.0,3.0,1.4,0.0,0.0,0.0,0.0,0.0,8000000,1
594,Craig Cathcart,2,48,29.0,3096.0,3.0,0.0,1.5,0.0,0.0,0.0,54.0,52.9,5000000,1
595,Nathaniel Chalobah,3,48,23.0,270.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,7000000,1
596,Tom Cleverley,3,48,28.0,478.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,7000000,1
597,Troy Deeney,4,48,30.0,2545.0,9.0,5.0,9.5,0.0,0.0,0.0,0.0,0.0,10000000,1
598,Gerard Deulofeu,4,48,24.0,2066.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,25000000,1
599,Abdoulaye Doucoure,3,48,25.0,3062.0,5.0,6.0,6.2,0.0,0.0,0.0,0.0,0.0,25000000,1
600,Kiko Femenia,2,48,27.0,2049.0,1.0,1.0,0.4,0.0,0.0,0.0,40.0,38.3,6000000,1
601,Ben Foster,1,48,35.0,3420.0,0.0,0.0,0.0,59.0,123.0,7.0,0.0,0.0,3000000,1
602,Andre Gray,4,48,27.0,1366.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,15000000,1
603,Jose Holebas,2,48,34.0,2393.0,3.0,6.0,1.0,0.0,0.0,0.0,39.0,39.6,2000000,1
604,Will Hughes,3,48,23.0,2418.0,2.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,18000000,1
605,Daryl Janmaat,2,48,29.0,1520.0,0.0,2.0,0.5,0.0,0.0,0.0,22.0,24.8,6000000,1
606,Christian Kabasele,2,48,27.0,1586.0,0.0,0.0,1.5,0.0,0.0,0.0,26.0,29.3,8000000,1
607,Adrian Mariappa,2,48,31.0,1927.0,0.0,0.0,0.7,0.0,0.0,0.0,32.0,29.9,3000000,1
608,Adam Masina,2,48,24.0,1004.0,0.0,1.0,0.1,0.0,0.0,0.0,20.0,19.4,5000000,1
609,Roberto Pereyra,3,48,27.0,2815.0,6.0,1.0,5.4,0.0,0.0,0.0,0.0,0.0,13000000,1
610,Sebastian Prodl,2,48,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2500000,1
611,Domingos Quina,3,48,18.0,338.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,5000000,1
612,Isaac Success,4,48,22.0,1052.0,1.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,5000000,1
613,Calum Chambers,3,92,23.0,2588.0,2.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,14000000,1
614,Timothy Fosu-Mensah,2,92,20.0,793.0,0.0,0.0,0.1,0.0,0.0,0.0,18.0,17.8,7000000,1
615,Ryan Sessegnon,4,92,18.0,2300.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,35000000,1
616,Ismael Aaneba,2,71,19.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.1,1000000,5
617,Ludovic Ajorque,4,71,24.0,1531.0,9.0,1.0,5.7,0.0,0.0,0.0,0.0,0.0,4000000,5
618,Anthony Caci,2,71,21.0,2298.0,0.0,1.0,0.2,0.0,0.0,0.0,29.0,34.0,3000000,5
619,Lionel Carole,2,71,27.0,1727.0,0.0,3.0,0.5,0.0,0.0,0.0,25.0,27.7,3000000,5
620,Benjamin Corgnet,3,71,31.0,671.0,1.0,2.0,1.6,0.0,0.0,0.0,0.0,0.0,800000,5
621,Nuno Da Costa,4,71,27.0,2052.0,8.0,5.0,5.4,0.0,0.0,0.0,0.0,0.0,5000000,5
622,Youssouf Fofana,3,71,19.0,912.0,2.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,5000000,5
623,Samuel Grandsir,3,71,21.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000,5
624,Jeremy Grimm,3,71,31.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,5
625,Eiji Kawashima,1,71,35.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,250000,5
626,Lamine Kone,2,71,29.0,2152.0,1.0,1.0,0.7,0.0,0.0,0.0,30.0,32.7,3000000,5
627,Kenny Lala,2,71,26.0,3060.0,5.0,9.0,3.1,0.0,0.0,0.0,42.0,44.8,14000000,5
628,Dimitri Lienard,3,71,30.0,1291.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2000000,5
629,Jonas Martin,3,71,28.0,2059.0,3.0,1.0,3.9,0.0,0.0,0.0,0.0,0.0,5000000,5
630,Pablo Martinez,2,71,29.0,2815.0,3.0,1.0,1.3,0.0,0.0,0.0,39.0,41.9,3500000,5
631,Stefan Mitrovic,2,71,28.0,3026.0,0.0,0.0,1.3,0.0,0.0,0.0,45.0,46.1,3500000,5
632,Lebo Mothiba,4,71,22.0,1771.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7000000,5
633,Sanjin Prcic,3,71,24.0,1053.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,4000000,5
634,Matz Sels,1,71,26.0,3330.0,0.0,0.0,0.0,48.0,99.0,8.0,0.0,0.0,7000000,5
635,Ibrahima Sissoko,3,71,20.0,2665.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,6500000,5
636,Adrien Thomasson,3,71,24.0,2479.0,5.0,8.0,4.5,0.0,0.0,0.0,0.0,0.0,8000000,5
637,Kevin Zohi,4,71,21.0,627.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2000000,5
638,Yunis Abdelhamid,2,88,30.0,3420.0,0.0,0.0,1.6,0.0,0.0,0.0,42.0,45.0,2500000,5
639,Mathieu Cafaro,4,88,21.0,2095.0,7.0,3.0,3.6,0.0,0.0,0.0,0.0,0.0,7500000,5
640,Moreto Cassama,3,88,20.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000,5
641,Xavier Chavalerin,3,88,27.0,3240.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4000000,5
642,Boulaye Dia,4,88,21.0,747.0,3.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,3500000,5
643,Tristan Dingome,3,88,27.0,1344.0,1.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,2500000,5
644,Axel Disasi,2,88,20.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3500000,5
645,Moussa Doumbia,4,88,23.0,1600.0,3.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,2000000,5
646,Thomas Foket,2,88,23.0,2880.0,0.0,0.0,0.1,0.0,0.0,0.0,32.0,35.0,6000000,5
647,Hassane Kamara,2,88,24.0,926.0,0.0,0.0,0.9,0.0,0.0,0.0,9.0,11.8,2500000,5
648,Ghislain Konan,2,88,22.0,1800.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,21.9,4000000,5
649,Nolan Mbemba,3,88,23.0,357.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,750000,5
650,Edouard Mendy,1,88,26.0,3420.0,0.0,0.0,0.0,42.0,110.0,14.0,0.0,0.0,9000000,5
651,Remi Oudin,4,88,21.0,2612.0,10.0,4.0,8.5,0.0,0.0,0.0,0.0,0.0,11000000,5
652,Virgile Pinson,3,88,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,5
653,Alaixys Romao,3,88,34.0,3160.0,0.0,3.0,1.7,0.0,0.0,0.0,0.0,0.0,500000,5
654,Arber Zeneli,4,88,23.0,810.0,3.0,3.0,3.1,0.0,0.0,0.0,0.0,0.0,6000000,5
655,Mehdi Abeid,3,98,25.0,2023.0,3.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,1750000,5
656,Nayef Aguerd,2,98,22.0,1050.0,3.0,0.0,1.5,0.0,0.0,0.0,17.0,15.9,3000000,5
657,Runar Alex Runarsson,1,98,23.0,2250.0,0.0,0.0,0.0,43.0,56.0,5.0,0.0,0.0,2500000,5
658,Mickael Alphonse,2,98,29.0,571.0,1.0,0.0,0.3,0.0,0.0,0.0,16.0,10.2,900000,5
659,Romain Amalfitano,3,98,28.0,2522.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2000000,5
660,Florent Balmont,3,98,38.0,1076.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,250000,5
661,Fouad Chafik,2,98,31.0,1847.0,0.0,2.0,0.3,0.0,0.0,0.0,25.0,30.8,800000,5
662,Senou Coulibaly,2,98,23.0,411.0,1.0,0.0,0.2,0.0,0.0,0.0,6.0,6.5,1000000,5
663,Wesley Lautoa,2,98,30.0,3024.0,0.0,0.0,0.8,0.0,0.0,0.0,51.0,51.4,2000000,5
664,Enzo Loiodice,3,98,17.0,850.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,5500000,5
665,Jordan Marie,3,98,26.0,1803.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,1500000,5
666,Wesley Said,4,98,23.0,2253.0,4.0,1.0,5.1,0.0,0.0,0.0,0.0,0.0,7500000,5
667,Frederic Sammaritano,4,98,32.0,538.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,500000,5
668,Julio Tavares,4,98,29.0,2805.0,5.0,4.0,9.5,0.0,0.0,0.0,0.0,0.0,3000000,5
669,Charles Abi,2,70,18.0,32.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.3,500000,5
670,Youssef Ait Bennasser,3,70,22.0,936.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,7000000,5
671,Robert Beric,4,70,27.0,1175.0,9.0,1.0,7.5,0.0,0.0,0.0,0.0,0.0,5000000,5
672,Mahdi Camara,4,70,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000,5
673,Mathieu Debuchy,2,70,33.0,1941.0,4.0,3.0,2.3,0.0,0.0,0.0,22.0,27.3,3000000,5
674,Lois Diony,4,70,25.0,1591.0,5.0,1.0,8.1,0.0,0.0,0.0,0.0,0.0,5000000,5
675,Assane Diousse,3,70,20.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000,5
676,Romain Hamouma,4,70,31.0,1586.0,4.0,4.0,3.2,0.0,0.0,0.0,0.0,0.0,2500000,5
677,Wahbi Khazri,4,70,27.0,2817.0,13.0,6.0,12.4,0.0,0.0,0.0,0.0,0.0,16000000,5
678,Timothee Kolodziejczak,2,70,26.0,3184.0,3.0,3.0,2.5,0.0,0.0,0.0,39.0,45.9,6000000,5
679,Yann M'Vila,3,70,28.0,3258.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,10000000,5
680,Kevin Monnet-Paquet,2,70,29.0,1482.0,1.0,1.0,1.8,0.0,0.0,0.0,21.0,22.1,2000000,5
681,Jessy Moulin,1,70,32.0,90.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,250000,5
682,Arnaud Nordin,4,70,20.0,105.0,3.0,1.0,3.7,0.0,0.0,0.0,0.0,0.0,3500000,5
683,Loic Perrin,2,70,32.0,2700.0,1.0,1.0,1.4,0.0,0.0,0.0,33.0,41.7,2000000,5
684,Stephane Ruffier,1,70,31.0,3330.0,0.0,0.0,0.0,40.0,107.0,13.0,0.0,0.0,3500000,5
685,William Saliba,2,70,17.0,1277.0,0.0,0.0,0.3,0.0,0.0,0.0,11.0,18.7,25000000,5
686,Gabriel Silva,2,70,27.0,1429.0,0.0,2.0,0.2,0.0,0.0,0.0,17.0,19.9,2500000,5
687,Yacine Adli,3,63,18.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000,5
688,Toma Basic,3,63,21.0,1333.0,2.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,5000000,5
689,Paul Baysse,2,63,30.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,2000000,5
690,Yassine Benrahou,3,63,19.0,177.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1000000,5
691,Jimmy Briand,4,63,32.0,2495.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2500000,5
692,Benoit Costil,1,63,31.0,3330.0,0.0,0.0,0.0,42.0,109.0,9.0,0.0,0.0,5500000,5
693,Vukasin Jovanovic,2,63,22.0,1377.0,0.0,0.0,0.2,0.0,0.0,0.0,11.0,22.6,3000000,5
694,Samuel Kalu,4,63,20.0,1281.0,3.0,2.0,3.4,0.0,0.0,0.0,0.0,0.0,10000000,5
695,Francois Kamano,4,63,22.0,2561.0,10.0,1.0,9.8,0.0,0.0,0.0,0.0,0.0,15000000,5
696,Gaetan Laborde,4,63,24.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5
697,Albert Lottin,3,63,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,5
698,Josh Maja,4,63,19.0,198.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1700000,5
699,Otavio,3,63,24.0,2875.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,7000000,5
700,Pablo,2,63,27.0,1936.0,1.0,1.0,1.2,0.0,0.0,0.0,23.0,28.7,10000000,5
701,Sergi Palencia,2,63,22.0,1986.0,0.0,3.0,0.2,0.0,0.0,0.0,28.0,33.2,4000000,5
702,Maxime Poundje,2,63,25.0,2537.0,0.0,2.0,0.4,0.0,0.0,0.0,27.0,36.7,5000000,5
703,Gaetan Poussin,1,63,19.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,800000,5
704,Nicolas De Preville,4,63,27.0,1271.0,3.0,3.0,2.3,0.0,0.0,0.0,0.0,0.0,4000000,5
705,Youssouf Sabaly,2,63,25.0,1908.0,0.0,1.0,0.6,0.0,0.0,0.0,22.0,29.8,10000000,5
706,Younousse Sankhare,3,63,28.0,1476.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5000000,5
707,Aurelien Tchouameni,3,63,18.0,704.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,7000000,5
708,Zaydou Youssouf,3,63,19.0,422.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,4000000,5
709,Ruben Aguilar,2,81,25.0,2528.0,1.0,4.0,0.9,0.0,0.0,0.0,30.0,31.8,8000000,5
710,Dimitry Bertaud,1,81,20.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1000000,5
711,Bilal Boutobba,4,81,19.0,32.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,500000,5
712,Souleymane Camara,4,81,35.0,137.0,3.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,250000,5
713,Daniel Congre,2,81,33.0,3292.0,2.0,2.0,2.3,0.0,0.0,0.0,41.0,39.9,750000,5
714,Nicolas Cozza,2,81,19.0,984.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,16.2,4000000,5
715,Andy Delort,4,81,26.0,3115.0,14.0,7.0,15.2,0.0,0.0,0.0,0.0,0.0,12500000,5
716,Keagan Dolly,4,81,25.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000,5
717,Vitorino Hilton,2,81,40.0,3232.0,0.0,2.0,2.2,0.0,0.0,0.0,41.0,40.0,100000,5
718,Paul Lasne,3,81,29.0,1789.0,2.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2500000,5
719,Damien Le Tallec,3,81,28.0,2805.0,3.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4000000,5
720,Benjamin Lecomte,1,81,27.0,3330.0,0.0,0.0,0.0,42.0,102.0,11.0,0.0,0.0,14000000,5
721,Pedro Mendes,2,81,27.0,2667.0,1.0,0.0,0.9,0.0,0.0,0.0,24.0,25.8,6000000,5
722,Florent Mollet,3,81,26.0,2564.0,6.0,4.0,3.9,0.0,0.0,0.0,0.0,0.0,9000000,5
723,Ambroise Oyongo,2,81,27.0,2136.0,2.0,0.0,1.1,0.0,0.0,0.0,27.0,26.2,4000000,5
724,Mihailo Ristic,2,81,22.0,326.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.2,800000,5
725,Junior Sambia,3,81,21.0,926.0,0.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,4000000,5
726,Petar Skuletic,4,81,28.0,603.0,1.0,1.0,3.8,0.0,0.0,0.0,0.0,0.0,1000000,5
727,Mathias Suarez,2,81,22.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,1500000,5
728,Jean-Eudes Aholou,3,52,24.0,1075.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,7000000,5
729,Diego Benaglio,1,52,34.0,2058.0,0.0,0.0,0.0,38.0,57.0,4.0,0.0,0.0,500000,5
730,Cesc Fabregas,3,52,31.0,966.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,12000000,5
731,Willem Geubbels,3,52,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5
732,Kamil Glik,2,52,30.0,2970.0,1.0,0.0,1.4,0.0,0.0,0.0,48.0,40.7,8000000,5
733,Aleksandr Golovin,3,52,22.0,2290.0,3.0,3.0,4.3,0.0,0.0,0.0,0.0,0.0,25000000,5
734,Benjamin Henrichs,2,52,21.0,1824.0,1.0,2.0,0.4,0.0,0.0,0.0,35.0,27.9,15000000,5
735,Jemerson,2,52,25.0,2224.0,0.0,1.0,0.4,0.0,0.0,0.0,37.0,35.7,6000000,5
736,Stevan Jovetic,3,52,28.0,399.0,2.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,10000000,5
737,Gelson Martins,4,52,23.0,1389.0,4.0,2.0,3.3,0.0,0.0,0.0,0.0,0.0,28000000,5
738,Kevin N'Doram,2,52,22.0,195.0,0.0,0.0,0.2,0.0,0.0,0.0,4.0,2.7,4000000,5
739,Naldo,2,52,35.0,301.0,0.0,0.0,0.6,0.0,0.0,0.0,5.0,4.2,500000,5
740,Pietro Pellegri,4,52,17.0,82.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,7000000,5
741,Adrien Silva,3,52,29.0,1184.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,13000000,5
742,Danijel Subasic,1,52,33.0,1136.0,0.0,0.0,0.0,12.0,26.0,4.0,0.0,0.0,2000000,5
743,Seydou Sy,1,52,22.0,226.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,750000,5
744,Moussa Sylla,4,52,18.0,769.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,4000000,5
745,Adama Traore,3,52,23.0,240.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,2200000,5
746,William Vainqueur,3,52,29.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250000,5
747,Rayan Ait Nouri,2,75,17.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6000000,5
748,Stephane Bahoken,4,75,26.0,2469.0,11.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,8000000,5
749,Abdoulaye Bamba,2,75,28.0,2573.0,0.0,4.0,0.2,0.0,0.0,0.0,33.0,36.8,3000000,5
750,Ludovic Butelle,1,75,35.0,3239.0,0.0,0.0,0.2,48.0,113.0,11.0,0.0,0.0,250000,5
751,Pierrick Capelle,2,75,31.0,1842.0,3.0,3.0,2.7,0.0,0.0,0.0,29.0,27.0,2000000,5
752,Angelo Fulgini,3,75,21.0,1635.0,4.0,1.0,3.1,0.0,0.0,0.0,0.0,0.0,5000000,5
753,Wilfried Kanga,4,75,20.0,493.0,2.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1500000,5
754,Vincent Manceau,2,75,29.0,2790.0,1.0,1.0,0.8,0.0,0.0,0.0,39.0,37.2,2500000,5
755,Thomas Mangani,3,75,31.0,1598.0,3.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,2000000,5
756,Farid El Melali,3,75,21.0,328.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,2000000,5
757,Vincent Pajot,3,75,27.0,713.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2500000,5
758,Mateo Pavlovic,2,75,28.0,2490.0,2.0,1.0,3.6,0.0,0.0,0.0,34.0,35.7,1750000,5
759,Theo Pellenard,2,75,24.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000,5
760,Jeff Reine-Adelaide,4,75,20.0,2556.0,3.0,3.0,5.5,0.0,0.0,0.0,0.0,0.0,25000000,5
761,Baptiste Santamaria,3,75,23.0,3245.0,1.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,8000000,5
762,Flavien Tait,3,75,25.0,2985.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,8000000,5
763,Romain Thomas,2,75,30.0,2394.0,2.0,1.0,1.7,0.0,0.0,0.0,32.0,32.4,3000000,5
764,Ismael Traore,2,75,31.0,2636.0,3.0,1.0,3.6,0.0,0.0,0.0,38.0,38.1,1500000,5
765,Sofiane Alakouch,2,80,20.0,1895.0,1.0,0.0,0.5,0.0,0.0,0.0,36.0,37.3,5000000,5
766,Rachid Alioui,4,80,26.0,1252.0,5.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,4000000,5
767,Paul Bernardoni,1,80,21.0,3420.0,0.0,0.0,0.0,58.0,122.0,10.0,0.0,0.0,9000000,5
768,Antonin Bobichon,3,80,22.0,2153.0,7.0,2.0,1.9,0.0,0.0,0.0,0.0,0.0,5000000,5
769,Denis Bouanga,3,80,23.0,2633.0,8.0,2.0,7.8,0.0,0.0,0.0,0.0,0.0,6000000,5
770,Anthony Briancon,2,80,23.0,2924.0,2.0,2.0,3.1,0.0,0.0,0.0,48.0,49.3,5000000,5
771,Clement Depres,4,80,23.0,441.0,4.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,1500000,5
772,Jordan Ferri,3,80,26.0,1874.0,2.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,4000000,5
773,Loick Landre,2,80,26.0,1591.0,3.0,0.0,1.6,0.0,0.0,0.0,23.0,28.8,3500000,5
774,Faitout Maouassa,2,80,20.0,2137.0,0.0,1.0,0.7,0.0,0.0,0.0,29.0,33.0,8000000,5
775,Florian Miguel,2,80,21.0,1117.0,0.0,1.0,1.2,0.0,0.0,0.0,22.0,17.7,2000000,5
776,Gaetan Paquiez,2,80,24.0,1329.0,0.0,0.0,0.1,0.0,0.0,0.0,29.0,23.6,1000000,5
777,Renaud Ripart,4,80,25.0,3006.0,8.0,4.0,6.8,0.0,0.0,0.0,0.0,0.0,4000000,5
778,Theo Sainte-Luce,3,80,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,5
779,Teji Savanier,3,80,26.0,2864.0,6.0,14.0,5.6,0.0,0.0,0.0,0.0,0.0,12000000,5
